pk_interaction,fk_client,fk_produit,fk_canal,fk_type_transaction,fk_gestionnaire,fk_compte,fk_statut,fk_date,montant_transaction,frais_transaction,solde,nombre_operations,date_interaction
50451,4027789461,9,2,10,20022,33460806387,1,2026-08-06,0,0,137596150,1,2026-08-06
50452,4027789461,10,1,10,20022,33460806387,1,2026-07-23,0,0,137596150,1,2026-07-23
50453,4027789461,8,2,2,20022,33460806387,1,2026-03-09,46778,913,137596150,1,2026-03-09
50454,4027789461,29,2,1,20022,33460806387,2,2025-10-31,1075839,10159,137596150,1,2025-10-31
50455,4027789461,6,2,10,20022,33460806387,1,2025-02-04,0,0,137596150,1,2025-02-04
50456,4027789461,6,1,7,20022,33460806387,1,2025-01-30,59708,403,137596150,1,2025-01-30
50457,4027789461,16,1,7,20022,33460806387,1,2025-07-04,406125,2543,137596150,1,2025-07-04
50458,4027789461,27,2,13,20022,33460806387,1,2025-12-14,115144,612,137596150,1,2025-12-14
50459,4027789461,11,1,10,20022,33460806387,1,2025-06-08,0,0,137596150,1,2025-06-08
50460,4027789461,3,2,12,20022,33460806387,1,2026-01-07,79349,697,137596150,1,2026-01-07
50461,4027789461,7,1,7,20022,33460806387,1,2024-02-20,317028,3270,137596150,1,2024-02-20
50462,4027789461,24,1,13,20022,33460806387,1,2024-10-31,1032728,10172,137596150,1,2024-10-31
50463,4027789461,10,1,3,20022,33460806387,1,2026-07-23,1551796,27754,137596150,1,2026-07-23
50464,4027789461,7,1,7,20022,33460806387,1,2024-01-29,300424,4571,137596150,1,2024-01-29
50465,4027789461,20,1,3,20022,33460806387,1,2025-05-05,4765303,39173,137596150,1,2025-05-05
50466,4027789461,4,2,1,20022,33460806387,2,2026-08-25,1707688,13159,137596150,1,2026-08-25
50467,4027789461,17,2,6,20022,33460806387,1,2026-02-23,11884,24,137596150,1,2026-02-23
50468,4027789461,11,1,5,20022,33460806387,1,2025-07-10,211097,1910,137596150,1,2025-07-10
50469,4027789461,18,1,5,20022,33460806387,2,2025-11-08,260811,206,137596150,1,2025-11-08
50470,4027789461,26,1,4,20022,33460806387,1,2024-07-30,4714829,11873,137596150,1,2024-07-30
50471,4027789461,17,1,10,20022,33460806387,1,2024-10-18,0,0,137596150,1,2024-10-18
50472,4027789461,2,2,4,20022,33460806387,1,2025-03-06,241699,2729,137596150,1,2025-03-06
50473,4027789461,1,2,4,20022,33460806387,1,2026-04-02,1603509,25077,137596150,1,2026-04-02
50474,4027789461,7,2,2,20022,33460806387,1,2025-06-20,780972,8118,137596150,2,2025-06-20
50475,4027789461,24,2,13,20022,33460806387,1,2025-09-11,370020,6039,137596150,1,2025-09-11
50476,4027789461,11,1,3,20022,33460806387,1,2025-03-14,1428827,6957,137596150,1,2025-03-14
50477,4027789461,29,1,3,20022,33460806387,1,2024-09-03,2231463,38224,137596150,1,2024-09-03
50478,4027789461,16,1,7,20022,33460806387,1,2025-10-26,462395,7180,137596150,1,2025-10-26
50479,4027789461,12,1,5,20022,33460806387,1,2026-09-14,37838,576,137596150,1,2026-09-14
50480,4027789461,7,1,10,20022,33460806387,2,2026-01-19,0,0,137596150,1,2026-01-19
50481,4027789461,21,1,10,20022,33460806387,1,2026-06-08,0,0,137596150,1,2026-06-08
50482,4027789461,25,1,13,20022,33460806387,1,2025-12-02,718576,8414,137596150,1,2025-12-02
50483,4027789461,9,1,2,20022,33460806387,1,2026-06-28,792672,13625,137596150,1,2026-06-28
50484,4027789461,1,1,12,20022,33460806387,1,2024-08-23,73973,414,137596150,1,2024-08-23
50485,4027789461,23,1,11,20022,33460806387,1,2026-02-26,0,0,137596150,1,2026-02-26
50486,4027789461,3,1,3,20022,33460806387,1,2026-02-25,540964,1255,137596150,1,2026-02-25
50487,4027789461,28,2,1,20022,33460806387,1,2024-04-02,1026049,17817,137596150,1,2024-04-02
50488,4027789461,31,1,9,20022,33460806387,1,2026-09-01,632741,1863,137596150,1,2026-09-01
50489,4027789461,1,2,12,20022,33460806387,1,2026-02-17,99920,516,137596150,1,2026-02-17
50490,4027789461,18,1,3,20022,33460806387,1,2024-10-19,1160312,10014,137596150,1,2024-10-19
50491,4027789461,3,2,4,20022,33460806387,1,2026-02-28,1212186,18921,137596150,1,2026-02-28
50492,4027789461,16,1,8,20022,33460806387,1,2025-10-27,711968,5966,137596150,1,2025-10-27
50493,4027789461,3,2,2,20022,33460806387,1,2024-12-18,514081,2782,137596150,1,2024-12-18
50494,4027789461,26,2,4,20022,33460806387,1,2026-09-11,2992890,11202,137596150,1,2026-09-11
50495,4027789461,26,2,12,20022,33460806387,1,2026-08-12,71608,1048,137596150,1,2026-08-12
50496,1258786568,1,2,4,20009,51552746281,1,2026-08-10,1552939,21872,3999797,1,2026-08-10
50497,1258786568,9,1,2,20009,51552746281,1,2026-04-23,874758,12146,3999797,1,2026-04-23
50498,1258786568,18,1,10,20009,51552746281,1,2024-03-10,0,0,3999797,1,2024-03-10
50499,1258786568,9,2,10,20009,51552746281,1,2025-07-25,0,0,3999797,1,2025-07-25
50500,1258786568,21,1,11,20009,51552746281,1,2025-10-30,0,0,3999797,1,2025-10-30
50501,1258786568,5,2,3,20009,51552746281,1,2025-09-23,216003,1512,3999797,1,2025-09-23
50502,1258786568,5,2,4,20009,51552746281,1,2024-02-01,1650091,29231,3999797,1,2024-02-01
50503,1258786568,15,1,6,20009,51552746281,1,2024-08-26,16868,328,3999797,1,2024-08-26
50504,1258786568,9,1,2,20009,51552746281,1,2024-07-11,981310,11397,3999797,1,2024-07-11
50505,1258786568,16,1,9,20009,51552746281,1,2025-12-09,656890,248,3999797,1,2025-12-09
50506,1258786568,22,1,10,20009,51552746281,1,2025-05-20,0,0,3999797,1,2025-05-20
50507,1258786568,28,2,3,20009,51552746281,1,2026-07-07,3517167,41477,3999797,1,2026-07-07
50508,1258786568,22,1,11,20009,51552746281,1,2025-08-02,0,0,3999797,1,2025-08-02
50509,1258786568,10,1,11,20009,51552746281,1,2026-03-03,0,0,3999797,1,2026-03-03
50510,1258786568,22,1,11,20009,51552746281,1,2025-05-18,0,0,3999797,1,2025-05-18
50511,1258786568,19,1,6,20009,51552746281,1,2026-03-08,8962,163,3999797,2,2026-03-08
50512,1258786568,3,2,2,20009,51552746281,1,2025-06-20,657680,998,3999797,3,2025-06-20
50513,1258786568,15,1,8,20009,51552746281,1,2025-12-27,71172,1110,3999797,1,2025-12-27
50514,1258786568,5,2,1,20009,51552746281,1,2026-04-19,907006,16329,3999797,1,2026-04-19
50515,1258786568,31,1,3,20009,51552746281,1,2024-06-08,4075828,34427,3999797,1,2024-06-08
50516,1258786568,22,1,11,20009,51552746281,1,2026-02-25,0,0,3999797,1,2026-02-25
50517,1258786568,2,2,3,20009,51552746281,1,2025-11-26,194116,306,3999797,1,2025-11-26
50518,1258786568,8,2,7,20009,51552746281,1,2025-05-01,444210,5653,3999797,1,2025-05-01
50519,1258786568,7,1,10,20009,51552746281,1,2025-06-28,0,0,3999797,1,2025-06-28
50520,3795945337,5,1,1,20058,43052931665,1,2024-06-04,525461,7477,51206,1,2024-06-04
50521,3795945337,32,2,3,20058,12024786194,1,2025-12-03,1182600,2035,211007,1,2025-12-03
50522,3795945337,9,2,2,20058,12024786194,1,2024-10-23,681901,1476,211007,1,2024-10-23
50523,3795945337,32,1,8,20058,12024786194,1,2026-07-07,234790,2654,211007,3,2026-07-07
50524,3795945337,24,2,4,20058,43052931665,1,2025-12-29,3397190,20574,51206,1,2025-12-29
50525,3795945337,7,1,2,20058,43052931665,1,2025-06-18,530033,1626,51206,1,2025-06-18
50526,3795945337,22,1,11,20058,12024786194,1,2026-03-11,0,0,211007,1,2026-03-11
50527,3795945337,13,2,1,20058,12024786194,1,2025-06-10,882272,15757,211007,1,2025-06-10
50528,5144013128,12,1,5,20009,36472045481,1,2025-05-06,154962,762,385272,1,2025-05-06
50529,5144013128,24,2,4,20009,36472045481,1,2026-02-07,1774157,33617,385272,1,2026-02-07
50530,5144013128,3,2,3,20009,36472045481,1,2026-04-18,3919763,53299,385272,1,2026-04-18
50531,5144013128,22,1,10,20009,36472045481,1,2025-05-26,0,0,385272,1,2025-05-26
50532,5144013128,21,1,11,20009,36472045481,1,2025-12-24,0,0,385272,1,2025-12-24
50533,5144013128,22,1,11,20009,36472045481,1,2026-04-23,0,0,385272,1,2026-04-23
50534,5144013128,19,1,3,20009,36472045481,1,2024-01-03,1958211,3204,385272,1,2024-01-03
50535,5144013128,6,2,2,20009,36472045481,1,2024-07-31,285567,1814,385272,1,2024-07-31
50536,4412442888,8,2,10,20009,61564250827,1,2025-05-23,0,0,0,1,2025-05-23
50537,4412442888,8,1,7,20009,61564250827,1,2024-08-15,163076,1405,0,3,2024-08-15
50538,4412442888,26,2,12,20009,61564250827,1,2026-03-10,97376,672,0,1,2026-03-10
50539,4412442888,22,1,11,20009,61564250827,1,2025-09-08,0,0,0,1,2025-09-08
50540,4412442888,15,1,8,20009,61564250827,1,2025-07-01,126415,1120,0,2,2025-07-01
50541,4412442888,18,1,6,20009,61564250827,1,2025-08-20,8502,5,0,1,2025-08-20
50542,4412442888,25,2,12,20009,61564250827,1,2025-05-17,71077,714,0,1,2025-05-17
50543,4412442888,32,1,9,20009,61564250827,1,2024-04-08,441526,5377,0,1,2024-04-08
50544,4412442888,20,1,6,20009,61564250827,1,2025-08-15,11353,84,0,1,2025-08-15
50545,4412442888,1,1,4,20009,61564250827,1,2026-09-21,675914,4331,0,1,2026-09-21
50546,4412442888,20,1,5,20009,61564250827,1,2024-01-01,275361,5010,0,1,2024-01-01
50547,4412442888,9,2,2,20009,61564250827,1,2026-09-14,896841,8804,0,1,2026-09-14
50548,4412442888,10,1,3,20009,61564250827,5,2026-01-26,3157445,44576,0,1,2026-01-26
50549,4412442888,19,1,6,20009,61564250827,1,2026-08-11,13157,142,0,1,2026-08-11
50550,4412442888,12,1,5,20009,61564250827,1,2025-06-09,108446,2160,0,1,2025-06-09
50551,4412442888,9,1,10,20009,61564250827,4,2026-02-03,0,0,0,1,2026-02-03
50552,4412442888,15,1,1,20009,61564250827,1,2025-03-12,1093579,19940,0,1,2025-03-12
50553,4412442888,19,1,3,20009,61564250827,1,2024-08-24,2192091,40927,0,1,2024-08-24
50554,4412442888,19,1,6,20009,61564250827,1,2025-11-21,6209,24,0,1,2025-11-21
50555,4026357819,24,2,12,20060,66425670342,1,2024-12-04,79481,1389,35133,1,2024-12-04
50556,4026357819,1,2,3,20060,66425670342,1,2025-02-08,4075822,1757,35133,1,2025-02-08
50557,4026357819,20,1,3,20060,77372211533,1,2026-07-30,3123087,19347,158066,1,2026-07-30
50558,4026357819,19,1,6,20060,66425670342,2,2026-06-30,9119,8,35133,1,2026-06-30
50559,4026357819,11,2,5,20060,77372211533,1,2026-06-14,253799,2102,158066,1,2026-06-14
50560,4026357819,23,1,11,20060,77372211533,1,2025-08-29,0,0,158066,1,2025-08-29
50561,4026357819,5,1,1,20060,66425670342,1,2024-07-19,1894767,27817,35133,1,2024-07-19
50562,4026357819,9,1,10,20060,66425670342,1,2024-01-30,0,0,35133,1,2024-01-30
50563,4026357819,11,1,10,20060,77372211533,1,2024-05-30,0,0,158066,1,2024-05-30
50564,4026357819,10,1,10,20060,66425670342,1,2026-02-13,0,0,35133,1,2026-02-13
50565,4026357819,30,2,8,20060,66425670342,1,2025-09-05,25100,124,35133,1,2025-09-05
50566,4026357819,4,2,3,20060,66425670342,1,2026-04-17,1419918,5592,35133,2,2026-04-17
50567,4026357819,28,2,3,20060,66425670342,1,2024-10-13,247024,3937,35133,1,2024-10-13
50568,4026357819,22,1,11,20060,66425670342,2,2025-02-14,0,0,35133,1,2025-02-14
50569,4026357819,24,2,12,20060,66425670342,1,2026-03-28,42836,500,35133,1,2026-03-28
50570,4026357819,11,1,5,20060,66425670342,1,2026-08-25,134698,100,35133,1,2026-08-25
50571,4026357819,24,2,4,20060,66425670342,1,2024-01-19,4231026,8009,35133,1,2024-01-19
50572,4026357819,28,2,3,20060,77372211533,1,2024-09-23,2696355,28440,158066,1,2024-09-23
50573,4026357819,20,2,10,20060,66425670342,1,2025-09-17,0,0,35133,1,2025-09-17
50574,4026357819,17,2,5,20060,77372211533,1,2025-04-04,43722,651,158066,1,2025-04-04
50575,4026357819,2,2,10,20060,77372211533,1,2025-05-14,0,0,158066,1,2025-05-14
50576,4026357819,23,1,11,20060,77372211533,1,2025-07-19,0,0,158066,1,2025-07-19
50577,4026357819,14,1,1,20060,77372211533,1,2026-05-26,1764378,17345,158066,1,2026-05-26
50578,4026357819,19,1,3,20060,77372211533,2,2024-02-04,1305595,15776,158066,1,2024-02-04
50579,4026357819,24,2,12,20060,77372211533,1,2026-02-12,19886,9,158066,1,2026-02-12
50580,4619878588,1,2,10,20029,59688199258,1,2026-07-17,0,0,227401,1,2026-07-17
50581,4619878588,30,1,3,20029,11575008183,1,2024-06-05,3481868,36112,525877,1,2024-06-05
50582,4619878588,3,1,10,20029,59688199258,1,2026-03-18,0,0,227401,1,2026-03-18
50583,4619878588,9,2,7,20029,59688199258,1,2025-07-03,246154,137,227401,1,2025-07-03
50584,4619878588,8,1,2,20029,11575008183,1,2026-09-08,80946,730,525877,1,2026-09-08
50585,4619878588,1,2,3,20029,11575008183,1,2026-03-02,3411290,56292,525877,1,2026-03-02
50586,5861806707,24,2,4,20068,41791271800,1,2025-03-17,292886,829,21963,1,2025-03-17
50587,5861806707,3,1,4,20068,41791271800,1,2024-09-13,3401320,6738,21963,1,2024-09-13
50588,5861806707,29,2,3,20068,41791271800,1,2026-08-22,4989664,63660,21963,2,2026-08-22
50589,5861806707,7,1,2,20068,41791271800,1,2024-05-08,657654,4634,21963,1,2024-05-08
50590,5861806707,13,1,7,20068,41791271800,1,2025-06-02,340684,280,21963,1,2025-06-02
50591,5861806707,21,1,11,20068,41791271800,4,2026-07-09,0,0,21963,1,2026-07-09
50592,5861806707,24,2,4,20068,41791271800,1,2026-03-03,2219325,32530,21963,1,2026-03-03
50593,5861806707,26,2,12,20068,41791271800,1,2024-09-13,89539,29,21963,2,2024-09-13
50594,5861806707,18,1,6,20068,41791271800,1,2024-01-30,18373,260,21963,2,2024-01-30
50595,5861806707,2,1,1,20068,41791271800,1,2026-09-05,1742987,15003,21963,1,2026-09-05
50596,5861806707,21,1,10,20068,41791271800,1,2024-11-29,0,0,21963,1,2024-11-29
50597,4032161144,29,1,12,20025,68390091165,2,2024-08-24,55804,1095,4248580,1,2024-08-24
50598,4032161144,2,2,3,20025,68390091165,1,2025-06-26,4823636,47710,4248580,1,2025-06-26
50599,4032161144,6,1,2,20025,68390091165,1,2024-01-09,826278,12121,4248580,1,2024-01-09
50600,4032161144,23,1,11,20025,68390091165,1,2026-07-22,0,0,4248580,1,2026-07-22
50601,4032161144,29,2,3,20025,68390091165,1,2024-11-01,883400,1108,4248580,1,2024-11-01
50602,4032161144,31,2,9,20025,68390091165,1,2026-03-18,979811,4479,4248580,1,2026-03-18
50603,4032161144,31,2,8,20025,68390091165,1,2026-08-03,35780,119,4248580,1,2026-08-03
50604,4032161144,15,1,8,20025,68390091165,1,2024-03-02,31454,408,4248580,1,2024-03-02
50605,4032161144,25,2,13,20025,68390091165,1,2025-12-24,361900,3047,4248580,1,2025-12-24
50606,1128311484,4,2,1,20045,52263856363,1,2025-11-02,978876,6548,200180,1,2025-11-02
50607,1128311484,13,1,9,20045,52263856363,1,2025-12-01,238164,2034,200180,2,2025-12-01
50608,1128311484,22,1,10,20045,52263856363,1,2026-07-13,0,0,200180,1,2026-07-13
50609,1128311484,16,1,6,20045,52263856363,1,2026-07-02,16518,266,200180,1,2026-07-02
50610,1128311484,15,1,9,20045,52263856363,1,2025-12-25,704759,1702,200180,1,2025-12-25
50611,1128311484,24,2,13,20045,52263856363,1,2025-01-22,1665348,25223,200180,1,2025-01-22
50612,1128311484,3,2,2,20045,52263856363,1,2024-10-05,787392,10110,200180,1,2024-10-05
50613,1128311484,27,2,13,20045,52263856363,1,2025-03-23,611585,9829,200180,1,2025-03-23
50614,1128311484,1,2,2,20045,52263856363,1,2026-08-02,630809,4447,200180,1,2026-08-02
50615,1128311484,27,2,13,20045,52263856363,2,2024-02-29,1067050,6480,200180,1,2024-02-29
50616,1128311484,16,1,7,20045,52263856363,1,2024-02-09,330794,6559,200180,1,2024-02-09
50617,1128311484,20,2,3,20045,52263856363,1,2025-08-26,297055,4207,200180,1,2025-08-26
50618,1128311484,6,1,7,20045,52263856363,1,2026-09-03,184938,2564,200180,1,2026-09-03
50619,1128311484,29,2,3,20045,52263856363,1,2024-01-05,2265837,39073,200180,1,2024-01-05
50620,1128311484,15,1,6,20045,52263856363,1,2025-10-17,3822,56,200180,1,2025-10-17
50621,1128311484,20,1,6,20045,52263856363,1,2026-03-11,19992,327,200180,2,2026-03-11
50622,1128311484,17,1,10,20045,52263856363,2,2025-06-18,0,0,200180,1,2025-06-18
50623,9701387475,6,1,10,20036,12710970982,1,2025-11-05,0,0,9210733,1,2025-11-05
50624,9701387475,6,2,10,20036,12710970982,1,2025-12-20,0,0,9210733,3,2025-12-20
50625,9701387475,7,2,7,20036,12710970982,1,2024-05-24,171436,1880,9210733,1,2024-05-24
50626,9701387475,2,2,2,20036,12710970982,1,2026-03-10,180694,3554,9210733,1,2026-03-10
50627,1277367532,15,1,8,20013,86664421598,1,2026-06-06,399201,7732,0,1,2026-06-06
50628,1277367532,24,2,12,20013,86664421598,1,2025-04-23,26357,200,0,1,2025-04-23
50629,1277367532,23,1,11,20013,86664421598,1,2026-07-15,0,0,0,1,2026-07-15
50630,1277367532,15,1,7,20013,86664421598,1,2025-05-22,2732,44,0,1,2025-05-22
50631,1277367532,30,1,3,20013,86664421598,1,2024-12-06,4939141,50344,0,1,2024-12-06
50632,1277367532,28,1,3,20013,86664421598,1,2024-08-24,115612,938,0,1,2024-08-24
50633,1277367532,32,2,3,20013,90425556812,1,2024-11-24,2443916,3469,5057277,1,2024-11-24
50634,1277367532,29,2,1,20013,86664421598,1,2025-12-22,406074,5545,0,1,2025-12-22
50635,9059237701,4,2,2,20022,72423038395,1,2026-07-06,757072,9267,372804,1,2026-07-06
50636,9059237701,20,1,5,20022,72423038395,1,2026-08-09,266484,537,372804,1,2026-08-09
50637,9059237701,31,2,3,20022,72423038395,1,2025-11-26,269376,4341,372804,1,2025-11-26
50638,9059237701,19,1,6,20022,72423038395,1,2024-09-17,17073,222,372804,1,2024-09-17
50639,9059237701,30,1,9,20022,72423038395,1,2025-11-04,670851,5234,372804,1,2025-11-04
50640,9059237701,24,2,4,20022,72423038395,1,2024-03-11,935590,10171,372804,1,2024-03-11
50641,9059237701,27,2,13,20022,72423038395,1,2025-11-13,561837,680,372804,3,2025-11-13
50642,9059237701,31,2,8,20022,72423038395,1,2025-11-06,883495,5856,372804,1,2025-11-06
50643,9059237701,27,2,4,20022,72423038395,1,2025-06-29,3674360,30625,372804,1,2025-06-29
50644,9059237701,10,1,10,20022,72423038395,2,2025-01-11,0,0,372804,1,2025-01-11
50645,9059237701,30,2,9,20022,72423038395,1,2024-11-11,27525,92,372804,1,2024-11-11
50646,9059237701,28,1,3,20022,72423038395,1,2024-04-28,3789489,59093,372804,1,2024-04-28
50647,9059237701,26,2,12,20022,72423038395,1,2026-07-23,45650,849,372804,1,2026-07-23
50648,9059237701,18,1,3,20022,72423038395,1,2026-04-10,1545563,20763,372804,1,2026-04-10
50649,9059237701,24,2,13,20022,72423038395,1,2024-12-29,11017,29,372804,1,2024-12-29
50650,9059237701,32,2,3,20022,72423038395,2,2024-08-05,4770893,12273,372804,1,2024-08-05
50651,9059237701,16,1,1,20022,72423038395,1,2024-04-03,235841,891,372804,1,2024-04-03
50652,9059237701,12,1,5,20022,72423038395,1,2025-10-23,151203,701,372804,1,2025-10-23
50653,9059237701,32,1,3,20022,72423038395,1,2026-01-02,4403857,34062,372804,1,2026-01-02
50654,9059237701,25,2,13,20022,72423038395,1,2025-09-15,1405050,17573,372804,1,2025-09-15
50655,9059237701,22,1,10,20022,72423038395,1,2024-06-18,0,0,372804,1,2024-06-18
50656,9059237701,32,1,3,20022,72423038395,1,2024-05-16,1932412,9091,372804,1,2024-05-16
50657,9059237701,14,1,6,20022,72423038395,1,2024-01-11,5697,20,372804,1,2024-01-11
50658,9059237701,2,2,4,20022,72423038395,1,2026-05-06,3371533,15975,372804,1,2026-05-06
50659,9059237701,7,2,7,20022,72423038395,1,2024-06-09,13607,145,372804,1,2024-06-09
50660,9059237701,30,2,3,20022,72423038395,1,2025-08-25,3975307,5525,372804,1,2025-08-25
50661,9059237701,8,1,10,20022,72423038395,1,2024-12-27,0,0,372804,1,2024-12-27
50662,9059237701,22,1,11,20022,72423038395,1,2024-05-29,0,0,372804,1,2024-05-29
50663,9059237701,11,1,11,20022,72423038395,1,2026-03-07,0,0,372804,1,2026-03-07
50664,9059237701,20,1,6,20022,72423038395,1,2025-02-11,7736,38,372804,1,2025-02-11
50665,9059237701,2,1,1,20022,72423038395,1,2026-06-16,1381499,8269,372804,1,2026-06-16
50666,9059237701,15,1,6,20022,72423038395,1,2026-04-11,6440,113,372804,1,2026-04-11
50667,9059237701,12,1,3,20022,72423038395,1,2025-03-25,379339,7194,372804,1,2025-03-25
50668,9059237701,6,1,10,20022,72423038395,1,2024-06-10,0,0,372804,1,2024-06-10
50669,9059237701,25,2,12,20022,72423038395,5,2026-03-26,90075,1518,372804,1,2026-03-26
50670,1181030860,8,2,7,20061,19931406378,1,2026-04-22,146070,1460,10036090,1,2026-04-22
50671,1181030860,23,1,10,20061,61267316648,1,2025-01-04,0,0,3695368,1,2025-01-04
50672,1181030860,13,1,6,20061,69912098406,1,2026-08-10,8344,52,5666853,2,2026-08-10
50673,1181030860,31,2,3,20061,69912098406,2,2026-06-15,4958174,14330,5666853,1,2026-06-15
50674,1181030860,12,1,3,20061,61267316648,1,2025-07-13,2887248,275,3695368,1,2025-07-13
50675,1181030860,21,1,11,20061,69912098406,1,2024-07-26,0,0,5666853,1,2024-07-26
50676,1181030860,24,2,12,20061,19931406378,1,2026-08-26,64809,286,10036090,1,2026-08-26
50677,1181030860,27,2,4,20061,19931406378,1,2026-01-12,1633130,9769,10036090,1,2026-01-12
50678,1181030860,25,2,12,20061,19931406378,1,2025-09-12,7779,143,10036090,1,2025-09-12
50679,1181030860,22,1,11,20061,69912098406,1,2024-06-02,0,0,5666853,1,2024-06-02
50680,1181030860,27,2,12,20061,61267316648,2,2025-07-09,73177,1083,3695368,1,2025-07-09
50681,1181030860,9,2,10,20061,19931406378,1,2025-03-03,0,0,10036090,1,2025-03-03
50682,1181030860,22,1,11,20061,61267316648,1,2024-08-30,0,0,3695368,1,2024-08-30
50683,1181030860,26,2,12,20061,19931406378,1,2026-04-20,96708,174,10036090,1,2026-04-20
50684,1181030860,28,1,12,20061,19931406378,1,2025-10-02,63836,330,10036090,1,2025-10-02
50685,1181030860,24,1,12,20061,69912098406,1,2024-12-03,84813,295,5666853,1,2024-12-03
50686,1181030860,5,2,10,20061,61267316648,1,2024-01-06,0,0,3695368,1,2024-01-06
50687,1181030860,7,1,10,20061,19931406378,1,2025-02-05,0,0,10036090,1,2025-02-05
50688,1181030860,29,2,1,20061,69912098406,1,2026-03-25,1085078,2195,5666853,1,2026-03-25
50689,1181030860,24,2,13,20061,19931406378,1,2024-08-27,1709927,31015,10036090,1,2024-08-27
50690,1181030860,12,1,10,20061,19931406378,1,2025-11-05,0,0,10036090,1,2025-11-05
50691,2263699674,10,1,5,20075,26049803030,1,2025-09-22,269584,65,1379365,1,2025-09-22
50692,2263699674,10,1,3,20075,26049803030,1,2024-01-04,150323,1554,1379365,1,2024-01-04
50693,2263699674,3,2,12,20075,26049803030,1,2026-03-09,25981,132,1379365,1,2026-03-09
